game_id,store_id,game_name,release_year,game_genre,num_players,type_of_machine,game_price
859042,199818,Asteroid Rocket Challenge,2014,"Racing, Shooter, Puzzle, Maze",1,Virtual Reality Arcade Pod,0.5
344076,356437,House of the Combat Quest,2000,"Rhythm Game, Pinball, Sport, Platformer",1,Claw Machine,1.0
252389,193762,Skyward Maze Chaos,2015,"Puzzle, Platformer, Light Gun Shooter",2,Basketball Shooting Game,0.75
623539,431676,Laser Dragon Challenge,1988,"Maze, Pinball, Racing",4,Pinball Machine,0.5
955581,174492,Infinity Rocket Escape,2011,"Fighting, Racing, Maze, Light Gun Shooter",2,Virtual Reality Arcade Pod,0.25
267327,498935,Pixel Rebellion Elite,2017,"Shooter, Maze, Rhythm Game, Sport",1,Coin Pusher Machine,1.0
221262,702963,Time Racer 3000,2015,"Puzzle, Beat 'em Up, Shooter, Fighting",4,Bubble Hockey Table,1.5
518928,651107,Crystal Fighter Escape,2008,"Shooter, Racing, Platformer, Puzzle",2,Coin Pusher Machine,1.25
379927,638899,Pixel Combat Trials,2017,"Light Gun Shooter, Sport, Shooter, Fighting",4,Coin Pusher Machine,0.5
491557,249265,House of the Jumper Surge,1985,"Sport, Shooter, Maze",4,Dance Dance Revolution Machine,0.25
618642,375117,Cyber Explorer Genesis,2019,"Pinball, Platformer, Light Gun Shooter",4,Foosball Table,0.25
12965,39868,Virtual Mash Elite,2005,"Light Gun Shooter, Sport, Puzzle, Shooter",1,Pinball Machine,1.5
169880,152302,Electric Warp Quest,2006,"Shooter, Rhythm Game, Light Gun Shooter, Sport",4,Dance Dance Revolution Machine,0.5
119837,457194,Mystic Assault Rampage,1991,"Platformer, Rhythm Game, Pinball",2,Coin Pusher Machine,0.25
8119,894092,Phantom Surfer Showdown,1977,"Light Gun Shooter, Rhythm Game",1,Virtual Reality Arcade Pod,0.5
711978,484466,Mystic Pirate League,1987,"Sport, Rhythm Game",1,Virtual Reality Arcade Pod,1.25
289540,786593,Laser Traveler Force,2007,"Racing, Maze, Fighting, Light Gun Shooter",4,Dance Dance Revolution Machine,1.25
954915,262850,Crystal Vortex Wars,1992,"Puzzle, Fighting, Shooter",2,Guitar Arcade Unit,0.25
838160,788247,House of the Cavern Pro,1977,"Shooter, Light Gun Shooter, Fighting, Racing",4,Racing Simulator,2.0
87279,785896,Electric Surfer Mania,2016,"Racing, Beat 'em Up",2,Arcade Cabinet,1.0
832164,254994,Sky Surfer Force,2011,"Rhythm Game, Platformer, Light Gun Shooter, Puzzle",4,Bubble Hockey Table,2.0
95124,12602,Sky Warp Mania,2012,"Beat 'em Up, Sport, Fighting",4,Guitar Arcade Unit,0.25
539483,733267,Galaxy Surfer Escape,2008,"Pinball, Racing, Sport",4,Virtual Pinball Machine,2.0
894811,447226,Phantom Dragon Force,2015,"Puzzle, Sport, Beat 'em Up",2,Coin Pusher Machine,2.0
336841,938083,House of the Pirate Pro,1979,"Pinball, Fighting, Puzzle, Light Gun Shooter",2,Guitar Arcade Unit,0.75
520589,910034,Skyward Rocket Showdown,1986,"Sport, Maze",1,Bubble Hockey Table,0.25
72035,890842,Electric Avenger Legends,1975,"Puzzle, Rhythm Game, Maze, Fighting",1,Virtual Pinball Machine,2.0
558424,323695,Jungle Jumper Trials,2003,"Rhythm Game, Platformer, Shooter",1,Arcade Boxing Machine,1.25
730139,105785,Cosmic Pirate Showdown,1979,"Pinball, Racing",4,Virtual Pinball Machine,1.75
586578,239949,Phantom Jumper Rampage,2003,"Rhythm Game, Racing, Platformer",4,Interactive Touchscreen,1.25
139912,470947,Jungle Avenger Showdown,2022,"Pinball, Sport",4,Virtual Reality Arcade Pod,0.25
932894,167018,Infinity Pirate Mayhem,1979,"Shooter, Pinball, Fighting",2,Coin Pusher Machine,2.0
514002,104199,Pixel Quest Mania,2015,"Rhythm Game, Platformer",1,Basketball Shooting Game,1.0
511620,508637,Phantom Fighter Showdown,1975,"Racing, Pinball, Platformer, Shooter",4,Guitar Arcade Unit,0.5
653296,10317,Electric Traveler League,2004,"Beat 'em Up, Maze, Platformer, Light Gun Shooter",1,Claw Machine,1.0
210353,426987,Retro Wizard Genesis,1984,"Light Gun Shooter, Pinball",4,Guitar Arcade Unit,0.25
194345,307500,Pixel Fighter Trials,1986,"Platformer, Shooter",4,Coin Pusher Machine,0.25
532215,317166,Electric Surfer Evolution,1989,"Rhythm Game, Platformer, Light Gun Shooter",1,Claw Machine,1.0
115907,303473,Jungle Assault Odyssey,2010,"Light Gun Shooter, Beat 'em Up, Fighting",2,Guitar Arcade Unit,0.5
239699,465560,Crystal Mash Rampage,2019,"Platformer, Beat 'em Up, Light Gun Shooter",2,Pinball Machine,2.0
168805,973487,Crystal Pirate Racers,2022,"Shooter, Platformer, Light Gun Shooter, Fighting",4,Basketball Shooting Game,0.25
139496,484466,Robo Jumper League,1976,"Light Gun Shooter, Maze",4,Virtual Pinball Machine,2.0
573034,569554,House of the Explorer Elite,2003,"Maze, Sport, Beat 'em Up",4,Arcade Cabinet,1.25
221111,859575,Retro Wizard Adventure,2014,"Pinball, Puzzle",4,Interactive Touchscreen,0.25
675737,992213,Digital Hero Escape,1994,"Platformer, Fighting, Racing",1,Dance Dance Revolution Machine,1.25
470741,889299,Sky Surfer Showdown,2016,"Light Gun Shooter, Sport",1,Racing Simulator,0.25
297615,629004,Mystic Racer Quest,1998,"Maze, Pinball, Shooter",2,Bubble Hockey Table,0.75
648637,697898,Alien Explorer Wars,2019,"Puzzle, Fighting, Shooter",1,Arcade Boxing Machine,0.5
408458,737685,Sky Vortex Mania,2022,"Puzzle, Sport",2,Interactive Touchscreen,1.0
710736,746712,Electric Rocket Showdown,2004,"Rhythm Game, Platformer, Shooter",4,Virtual Reality Arcade Pod,1.5
511137,921377,Galaxy Hero Showdown,1995,"Beat 'em Up, Light Gun Shooter",2,Virtual Pinball Machine,2.0
411033,167018,Retro Rocket Escape,1981,"Beat 'em Up, Racing, Shooter",2,Pinball Machine,0.25
653638,492827,Mystic Surfer League,1987,"Maze, Light Gun Shooter, Platformer, Rhythm Game",4,Claw Machine,0.5
981628,760392,Jungle Wizard Genesis,1980,"Racing, Beat 'em Up",4,Bubble Hockey Table,2.0
849744,615293,Virtual Mash Saga,1989,"Maze, Platformer",2,Foosball Table,1.5
639100,152302,House of the Invaders Elite,2004,"Rhythm Game, Light Gun Shooter, Fighting",2,Racing Simulator,1.5
658958,996525,Alien Quest Adventure,1986,"Pinball, Maze, Fighting",1,Claw Machine,1.25
450111,344217,Infinity Wizard Elite,1975,"Light Gun Shooter, Sport, Platformer",1,Arcade Cabinet,2.0
525192,308232,Cyber Mash Wars,2009,Fighting,2,Foosball Table,0.75
324895,990868,Sky Maze Trials,1983,"Sport, Racing, Puzzle",4,Guitar Arcade Unit,1.5
594688,13447,Time Fury Genesis,2016,"Maze, Sport, Platformer, Pinball",2,Basketball Shooting Game,0.5
862580,596943,Galaxy Jumper Chaos,2021,"Racing, Platformer",2,Virtual Pinball Machine,2.0
32481,27805,House of the Invaders Legends,1980,"Pinball, Fighting, Light Gun Shooter",2,Arcade Cabinet,0.75
361580,13447,Digital Warp Genesis,2020,"Puzzle, Pinball",1,Bubble Hockey Table,0.75
109037,262750,House of the Maze Xtreme,1980,Sport,1,Bubble Hockey Table,0.25
588356,422408,Asteroid Warp Pro,1981,"Racing, Platformer",4,Pinball Machine,1.75
584757,448060,Digital Combat Pro,1986,"Maze, Platformer",2,Dance Dance Revolution Machine,1.5
37712,908185,Cyber Vortex Surge,1986,"Shooter, Pinball, Rhythm Game, Sport",2,Foosball Table,0.75
666992,335800,Robo Combat Mayhem,2017,"Fighting, Maze, Rhythm Game",1,Dance Dance Revolution Machine,1.5
73883,251938,House of the Surfer Chaos,1998,Light Gun Shooter,4,Arcade Boxing Machine,2.0
774955,599159,Infinity Warp Rampage,1985,"Platformer, Fighting, Pinball",1,Claw Machine,1.25
355466,615293,Crystal Blaster Legends,1983,"Sport, Fighting, Rhythm Game, Light Gun Shooter",2,Coin Pusher Machine,1.5
723173,689615,Jungle Quest Adventure,2004,Pinball,1,Foosball Table,1.0
701333,60865,Crystal Maze Adventure,2003,"Rhythm Game, Shooter, Platformer, Light Gun Shooter",1,Arcade Boxing Machine,0.5
31216,708725,Virtual Explorer Quest,2007,"Beat 'em Up, Shooter, Racing",4,Foosball Table,0.5
727115,370467,Digital Fighter Showdown,2020,Rhythm Game,4,Foosball Table,1.25
52897,463752,Neon Rebellion Escape,2011,"Light Gun Shooter, Racing, Platformer, Fighting",4,Interactive Touchscreen,1.0
121884,909586,Asteroid Quest Elite,1984,"Fighting, Maze",1,Bubble Hockey Table,1.0
423138,372749,Digital Explorer Odyssey,2003,"Puzzle, Pinball, Sport, Beat 'em Up",4,Bubble Hockey Table,1.5
820200,835104,House of the Explorer Legends,1999,"Beat 'em Up, Maze, Sport",4,Racing Simulator,2.0
523115,750948,Sky Rebellion Mania,2002,"Platformer, Shooter, Puzzle, Light Gun Shooter",1,Virtual Reality Arcade Pod,1.25
375044,169858,Retro Ninja Escape,2003,Maze,1,Claw Machine,1.5
347237,448717,Neon Cavern Mayhem,2005,"Sport, Maze, Fighting, Rhythm Game",4,Arcade Boxing Machine,0.5
549478,871264,Crystal Mash Quest,1996,"Puzzle, Fighting",1,Bubble Hockey Table,0.75
268430,479751,Alien Invaders Rampage,1988,"Maze, Shooter, Pinball",2,Racing Simulator,0.25
514327,199395,Skyward Fighter Chaos,1990,"Sport, Rhythm Game",2,Claw Machine,1.75
905322,184653,Alien Blaster League,1990,"Fighting, Shooter",1,Bubble Hockey Table,0.75
702957,470947,Space Ninja Legends,1985,"Pinball, Fighting, Platformer",1,Pinball Machine,0.5
20517,971621,House of the Avenger Showdown,1976,Maze,4,Arcade Cabinet,1.25
461442,88492,Time Fighter Rampage,2020,"Shooter, Fighting, Racing, Light Gun Shooter",2,Claw Machine,0.75
462511,594570,Robo Dragon Xtreme,2009,"Maze, Light Gun Shooter, Beat 'em Up, Pinball",2,Virtual Reality Arcade Pod,0.5
557029,965358,Robo Fighter Quest,2018,"Fighting, Platformer, Racing",2,Racing Simulator,2.0
171052,160566,Electric Explorer Rampage,2008,"Racing, Platformer, Maze",2,Virtual Reality Arcade Pod,1.5
424822,996894,Skyward Maze Elite,2003,Fighting,1,Virtual Pinball Machine,1.0
910942,13130,Robo Pirate Pro,1977,"Racing, Maze, Pinball",1,Foosball Table,0.25
852572,310834,Virtual Racer League,1991,"Rhythm Game, Racing, Sport",2,Arcade Boxing Machine,1.0
407093,37094,Electric Warp Escape,2005,"Rhythm Game, Sport, Shooter, Platformer",2,Bubble Hockey Table,1.0
971254,760548,Cosmic Maverick Rampage,1978,"Puzzle, Pinball, Maze",1,Racing Simulator,0.25
766157,92905,Phantom Cavern Chaos,2021,"Puzzle, Rhythm Game, Fighting",1,Foosball Table,2.0
989902,929274,Cosmic Mash Genesis,2018,"Sport, Racing, Shooter",4,Virtual Pinball Machine,1.0
962917,704397,Galaxy Mash Challenge,2010,"Puzzle, Light Gun Shooter, Fighting",4,Basketball Shooting Game,0.5
481203,82403,Monster Fury Pro,2006,"Shooter, Fighting, Platformer",2,Virtual Reality Arcade Pod,1.5
588392,408910,Robo Vortex Mania,2006,"Platformer, Racing",4,Virtual Pinball Machine,0.75
439773,705216,Time Invaders Adventure,1978,"Light Gun Shooter, Racing, Shooter",2,Arcade Boxing Machine,1.25
602773,309895,House of the Avenger Genesis,2006,"Puzzle, Shooter",2,Basketball Shooting Game,1.25
937615,831625,Neon Fighter Escape,2020,Platformer,4,Arcade Boxing Machine,0.75
894373,213400,Infinity Rocket Challenge,2009,"Sport, Maze, Racing, Shooter",2,Virtual Pinball Machine,1.75
32959,337686,Crystal Rocket Chaos,1976,"Maze, Rhythm Game, Platformer, Beat 'em Up",1,Guitar Arcade Unit,1.5
237100,644223,Monster Surfer Adventure,1981,"Pinball, Rhythm Game, Light Gun Shooter",2,Basketball Shooting Game,1.0
375102,301983,Monster Pirate Escape,1975,"Shooter, Beat 'em Up, Platformer",2,Coin Pusher Machine,2.0
457662,782394,Phantom Maverick Force,1984,"Racing, Pinball, Puzzle",1,Racing Simulator,1.75
945123,32459,Monster Fury Mania,1982,"Maze, Shooter",2,Virtual Pinball Machine,0.5
868177,470947,Neon Traveler 3000,1988,"Maze, Pinball",1,Basketball Shooting Game,2.0
491965,414954,Laser Hero Racers,1997,"Light Gun Shooter, Beat 'em Up, Rhythm Game, Sport",2,Guitar Arcade Unit,1.0
886613,137521,Electric Combat Adventure,1992,"Pinball, Platformer",1,Virtual Reality Arcade Pod,0.5
465641,160328,Robo Avenger Trials,2012,"Light Gun Shooter, Maze",4,Guitar Arcade Unit,1.0
811884,377710,House of the Quest Chaos,2018,"Sport, Fighting, Rhythm Game",2,Claw Machine,1.0
275212,375811,Neon Surfer Chaos,2012,"Racing, Platformer, Light Gun Shooter",2,Basketball Shooting Game,0.25
255835,121672,Neon Invaders Odyssey,1985,"Light Gun Shooter, Pinball",2,Pinball Machine,0.75
787364,106268,Space Avenger Legends,1979,"Sport, Pinball, Puzzle, Racing",1,Coin Pusher Machine,0.5
834127,422408,Cosmic Ninja Escape,1981,"Shooter, Racing, Puzzle, Light Gun Shooter",4,Dance Dance Revolution Machine,1.75
476956,926007,Pixel Pirate Surge,1996,"Platformer, Rhythm Game, Light Gun Shooter",1,Dance Dance Revolution Machine,0.5
525796,674618,Alien Racer Surge,2016,"Platformer, Shooter, Puzzle",2,Claw Machine,1.75
343659,132750,Jungle Colossus Wars,1983,"Maze, Puzzle, Sport, Platformer",2,Dance Dance Revolution Machine,1.0
757919,821588,Neon Rebellion Chaos,2009,"Rhythm Game, Platformer, Light Gun Shooter",4,Basketball Shooting Game,0.25
347383,840232,Crystal Blaster Escape,2017,"Rhythm Game, Shooter, Fighting",4,Racing Simulator,1.75
295805,55102,Mystic Warp Surge,1978,"Sport, Light Gun Shooter",1,Claw Machine,0.25
697601,10317,Jungle Combat Saga,2013,"Maze, Puzzle, Rhythm Game, Shooter",4,Dance Dance Revolution Machine,1.75
291327,607613,Phantom Fury Challenge,2005,"Sport, Maze, Racing",4,Pinball Machine,1.75
190674,583484,Mystic Combat Wars,1988,"Platformer, Rhythm Game",2,Virtual Pinball Machine,0.5
602137,534122,Pixel Fury Xtreme,1991,"Fighting, Platformer, Maze, Sport",2,Racing Simulator,0.75
836520,32553,Retro Wizard Saga,2018,"Light Gun Shooter, Platformer, Pinball",2,Dance Dance Revolution Machine,1.0
885385,33688,Infinity Explorer Trials,2001,"Puzzle, Light Gun Shooter, Pinball, Sport",4,Basketball Shooting Game,1.5
563287,360005,Galaxy Colossus Mayhem,1997,"Racing, Light Gun Shooter",1,Racing Simulator,1.75
311371,167947,Electric Fighter Trials,2022,"Fighting, Rhythm Game, Beat 'em Up, Platformer",4,Guitar Arcade Unit,1.0
799490,31317,Electric Racer Force,1977,"Light Gun Shooter, Puzzle, Fighting, Racing",4,Coin Pusher Machine,1.25
478790,442600,Jungle Dragon Racers,2013,"Light Gun Shooter, Maze, Fighting",4,Racing Simulator,1.0
255092,652096,Jungle Hero Wars,1978,"Maze, Platformer, Beat 'em Up, Rhythm Game",2,Virtual Reality Arcade Pod,0.5
446183,177950,Virtual Quest Odyssey,1981,"Racing, Beat 'em Up, Maze",2,Virtual Pinball Machine,2.0
52503,614431,Galaxy Avenger Adventure,1976,"Light Gun Shooter, Racing, Puzzle",2,Claw Machine,0.5
845902,674618,Pixel Wizard Adventure,2003,"Rhythm Game, Pinball, Beat 'em Up, Shooter",1,Guitar Arcade Unit,1.0
151517,292186,Virtual Invaders Genesis,2015,"Light Gun Shooter, Fighting, Shooter",1,Virtual Reality Arcade Pod,1.75
201876,971621,Monster Warp Genesis,1978,Sport,1,Arcade Boxing Machine,0.25
933202,219910,Electric Jumper Evolution,2007,"Puzzle, Beat 'em Up, Fighting",4,Basketball Shooting Game,0.25
892999,652265,Laser Mash Mania,1999,Sport,1,Arcade Boxing Machine,0.75
543680,680817,Jungle Wizard Elite,2021,"Pinball, Sport, Light Gun Shooter, Platformer",2,Guitar Arcade Unit,1.0
382622,598772,Pixel Combat Legends,1997,"Puzzle, Platformer",1,Foosball Table,0.5
854525,361287,Monster Invaders Legends,2006,"Shooter, Sport, Rhythm Game",2,Dance Dance Revolution Machine,1.5
527079,534009,Infinity Mash Trials,1987,"Fighting, Light Gun Shooter, Puzzle, Beat 'em Up",2,Arcade Cabinet,1.75
207564,484466,Galaxy Fighter Quest,1987,"Pinball, Shooter, Racing",4,Dance Dance Revolution Machine,1.0
174073,753765,Robo Mash Elite,2017,Platformer,2,Interactive Touchscreen,0.5
329770,903025,Digital Surfer Xtreme,1993,"Light Gun Shooter, Platformer",2,Racing Simulator,1.0
945487,854294,Mystic Vortex Rampage,2002,"Sport, Maze, Rhythm Game, Light Gun Shooter",1,Dance Dance Revolution Machine,0.75
109077,975425,Neon Racer Mayhem,2022,"Light Gun Shooter, Maze, Beat 'em Up",1,Claw Machine,0.5
124978,306380,Jungle Traveler Legends,1986,"Pinball, Shooter, Beat 'em Up",4,Foosball Table,0.25
379305,852082,Electric Rocket Saga,1996,"Pinball, Racing, Sport, Maze",2,Foosball Table,0.25
863340,141187,Virtual Surfer Chaos,2010,"Fighting, Rhythm Game",1,Coin Pusher Machine,1.75
605445,494854,Infinity Ninja Elite,2021,Maze,1,Arcade Boxing Machine,1.0
429787,631469,Retro Fighter Evolution,1977,"Shooter, Platformer, Beat 'em Up, Maze",1,Bubble Hockey Table,1.0
365910,674618,Digital Racer Evolution,2003,"Shooter, Fighting, Light Gun Shooter",1,Virtual Reality Arcade Pod,0.5
725965,336555,Cosmic Combat Challenge,1998,Beat 'em Up,2,Arcade Cabinet,1.5
656416,236284,Monster Ninja Wars,1994,Maze,4,Racing Simulator,1.75
65593,131708,Robo Cavern Elite,2006,"Sport, Beat 'em Up, Maze",2,Guitar Arcade Unit,2.0
85276,544641,Pixel Racer Odyssey,1984,"Platformer, Racing, Fighting, Puzzle",1,Dance Dance Revolution Machine,0.5
296038,333943,Pixel Avenger Mania,1988,"Pinball, Light Gun Shooter, Fighting, Racing",1,Interactive Touchscreen,1.25
297994,452330,Phantom Rebellion Showdown,1985,"Beat 'em Up, Racing",4,Pinball Machine,0.75
388302,169045,Sky Blaster Legends,2006,Platformer,4,Virtual Reality Arcade Pod,0.25
319768,636784,Asteroid Mash Escape,2020,"Puzzle, Beat 'em Up, Platformer",2,Bubble Hockey Table,1.5
668009,71892,Robo Hero Force,1992,"Maze, Puzzle, Platformer",2,Basketball Shooting Game,1.75
606020,702580,Infinity Rebellion Genesis,1992,"Rhythm Game, Maze",4,Guitar Arcade Unit,1.75
339095,96429,House of the Traveler Showdown,1980,"Rhythm Game, Light Gun Shooter, Sport, Puzzle",1,Interactive Touchscreen,0.5
496794,262939,Infinity Traveler Wars,2015,"Platformer, Light Gun Shooter",4,Coin Pusher Machine,1.25
645519,446384,Digital Vortex Evolution,1986,"Platformer, Racing, Puzzle",4,Basketball Shooting Game,0.25
799668,513310,Monster Invaders Showdown,2017,"Maze, Puzzle, Shooter, Racing",4,Guitar Arcade Unit,1.0
754271,892654,Galaxy Jumper Trials,1990,"Beat 'em Up, Light Gun Shooter, Fighting, Pinball",2,Pinball Machine,0.5
361094,21122,Neon Combat Racers,2005,"Pinball, Maze, Beat 'em Up",4,Arcade Cabinet,0.5
628944,671915,Cyber Blaster Genesis,2019,"Platformer, Puzzle",1,Virtual Pinball Machine,1.75
538482,637500,Mystic Fury Trials,1993,"Fighting, Puzzle, Light Gun Shooter",4,Dance Dance Revolution Machine,1.0
720801,112520,Monster Hero Legends,1975,"Shooter, Fighting, Sport, Puzzle",2,Arcade Cabinet,1.25
624081,57336,Retro Surfer Escape,1999,"Light Gun Shooter, Rhythm Game",4,Coin Pusher Machine,1.25
868886,965358,Space Wizard Racers,1988,"Fighting, Rhythm Game, Puzzle, Pinball",2,Racing Simulator,0.5
128669,446889,Mystic Explorer Force,2005,Sport,1,Foosball Table,2.0
145452,246534,Skyward Warp Quest,1987,"Sport, Fighting, Shooter, Light Gun Shooter",1,Coin Pusher Machine,0.5
968247,96429,Cyber Ninja Challenge,2000,"Fighting, Pinball",1,Bubble Hockey Table,0.25
617275,443537,Pixel Traveler Genesis,1994,"Puzzle, Sport, Platformer",1,Bubble Hockey Table,1.0
991772,697898,House of the Warp League,2020,"Pinball, Light Gun Shooter, Rhythm Game, Sport",2,Coin Pusher Machine,1.0
625437,360781,Jungle Quest 3000,1983,"Puzzle, Shooter",2,Pinball Machine,1.0
226621,643328,Crystal Maverick 3000,1975,"Pinball, Beat 'em Up",4,Guitar Arcade Unit,0.25
529371,47464,Space Fury Adventure,2000,"Shooter, Platformer, Fighting",4,Pinball Machine,2.0
20245,446974,Electric Rebellion Odyssey,1975,"Maze, Light Gun Shooter, Platformer",1,Dance Dance Revolution Machine,1.25
1057,609551,Neon Maverick Rampage,1986,"Fighting, Platformer, Puzzle",4,Guitar Arcade Unit,1.25
7024,539751,Cosmic Traveler Rampage,2019,"Racing, Pinball, Rhythm Game",1,Arcade Boxing Machine,1.25
590742,344217,Time Warp Showdown,1999,"Shooter, Rhythm Game",2,Guitar Arcade Unit,1.75
387613,485918,Virtual Colossus Racers,1997,"Sport, Racing",4,Basketball Shooting Game,1.25
451524,4,Digital Fighter Wars,2002,"Fighting, Rhythm Game, Maze",2,Guitar Arcade Unit,1.0
422571,325477,Galaxy Rocket Racers,1976,"Maze, Pinball, Beat 'em Up",4,Coin Pusher Machine,1.25
686442,281699,Pixel Vortex Xtreme,2000,"Sport, Platformer",1,Interactive Touchscreen,0.5
854987,854095,Infinity Pirate Showdown,1988,"Rhythm Game, Platformer, Puzzle",1,Dance Dance Revolution Machine,0.25
